names,smiles
ZINC000049669429,Cc1ccc(-n2c(SCC(=O)Nc3ccc(C#N)c(Cl)c3)nc3ccccc3c2=O)nc1
ZINC000020936933,O=C(Cn1nc2c3ccccc3n(Cc3cccc(F)c3)cc-2c1=O)Nc1cccc(Cl)c1
ZINC000001267981,Cc1cc(OCC(=O)Nc2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)cc(C)c1Cl
ZINC000020676586,N#Cc1c2c(c3nncn3c1NCCc1ccccc1)CN(Cc1ccccc1)CC2
ZINC000008771698,Cc1nc(NC(=O)Nc2cccc(Cl)c2)sc1C(=O)N1CCN(c2ccccc2)CC1
ZINC000067260999,CC(C)c1ccc(-c2cc3c(=O)n(CCC(=O)NCc4ccc(F)cc4Cl)ccn3n2)cc1
ZINC000034734368,N#Cc1ccccc1CN1CCCN(c2ccc(NC(=O)c3c(F)cccc3F)cc2)C1=O
ZINC000002957289,Cc1ccc(C)c(N2CCN(C(=O)c3cccn4c(=O)c5ccc(Cl)cc5nc34)CC2)c1
ZINC000009574148,CCCn1cc(C(=O)N2CCN(c3ccccc3Cl)CC2)c2nn(-c3ccccc3)c(=O)c-2c1
ZINC000012166023,Cc1ccc(C(=O)Nc2ccc(N3CCC(NCC4COc5ccccc5O4)CC3)cc2)c(C)c1
ZINC000224034264,CC(C(=O)NC(C)(C)C)N(Cc1cccc(Cl)c1)C(=O)CN1C(=O)c2cccc3cccc1c23
ZINC000020992208,O=C(NCCc1nnc2n1CCN(Cc1cccc(Oc3ccccc3)c1)CC2)c1ccc(F)cc1
ZINC000002230647,COc1ccccc1C=c1sc(=C(C#N)C(=O)Nc2ccccc2OC)n(-c2ccccc2)c1=O
ZINC000223706153,CCNC(=O)C(C)N(Cc1ccccc1Cl)C(=O)CN1C(=O)c2cccc3cccc1c23
ZINC000033301389,N#Cc1ccc(NC(=O)CSc2cc(N3CCN(c4ccccc4F)CC3)ncn2)cc1
ZINC000062726482,N#Cc1ccc(C=CC(=O)N2CCN(CC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)cc1
ZINC000009681898,COc1ccc(-n2nc(C(=O)Nc3cccc(C#N)c3)c3c4ccccc4n(C)c3c2=O)cc1
ZINC000226093613,CC(C)c1nc(Cc2ccc(NC(=O)c3cn4c5c(cccc5c3=O)CCC4)cc2)no1
ZINC000034735458,N#Cc1ccc(CN2CCCN(c3cccc(NC(=O)c4c(F)cccc4F)c3)C2=O)cc1
ZINC000033266298,Fc1ccc(-c2cc3c(N4CCN(c5ccc(Cl)cc5)CC4)nccn3n2)cc1
ZINC000101099461,Cc1cccn2c(=O)c3cc(C(=O)NCc4ccc(F)cc4)c(=N)n(Cc4ccc(F)cc4)c3nc12
ZINC000009398984,CSc1nn(-c2ccccc2)c(NC(=O)COc2cccc3c2OC(C)(C)C3)c1C#N
ZINC000038487385,N#Cc1ccc(NC(=O)Cn2nc3c4cc(-c5ccc(Cl)cc5)nn4ccn3c2=O)cc1
ZINC000224917853,CN(C)S(=O)(=O)N(Cc1ccc(C(=O)Nc2ccc(N3CCCC3)cc2)cc1)c1ccccc1F
ZINC000022698102,Cc1ccc(C(c2c(O)cc(C)n(Cc3cccnc3)c2=O)N2CCN(c3ccccc3F)CC2)cc1
ZINC000009319991,CCOc1ccccc1NC(=O)Cn1c(=O)c(CNc2ccccc2)cc2cc3c(cc21)OCCO3
ZINC000008901914,Cc1cccc(OCC(=O)Nc2ccc(N3CCN(C(=O)c4ccccc4)CC3)c(Cl)c2)c1C
ZINC000014093997,CCc1ccccc1NC(=O)CNC(=O)c1cc(-c2ccccc2C)nc2c1cnn2C(C)C
ZINC000033258021,CCCN1CCN(CCNC(=O)c2cccc(Nc3ccc(-c4ccccc4)nn3)c2)CC1
ZINC000013660285,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(-c3ccc4ccccc4c3)nn2)CC1
ZINC000015882615,Cc1ccc(NC(=O)C(=O)NCC(c2cccnc2)N2CCc3ccccc3C2)cc1Cl
ZINC000004170455,Cc1c(Cc2ccccc2Cl)c(NCCN(C)C)n2c(nc3ccccc32)c1C#N
ZINC000008872303,COc1cc(C=NNc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1OCC#N
ZINC000015083852,Cc1nn(-c2ccc(Cl)nn2)c2c1C(c1cccc(OCc3ccc(F)cc3)c1)CC(=O)N2
ZINC000009345821,Cc1cccc(NC(=O)C(C#N)=c2sc(=Cc3ccccc3)c(=O)n2-c2ccccc2)c1
ZINC000021356694,Cc1cc(C)n(-c2nnc(N3CCN(c4cc(Cl)ccc4C)CC3)c3ccccc23)n1
ZINC000257311382,Cc1ccc(C(=O)N2CCOCC(Cc3cncc4ccccc34)C2)cc1NCc1ccccn1
ZINC000071768257,Cc1ccc(N2CCN(C(=O)c3cnn(-c4ccc(-c5nc(C(C)(C)C)no5)cn4)c3C)CC2)c(C)c1
ZINC000585293337,COCc1ccc(CNC(=O)c2csc(Nc3cccc(C4CCN(CC#N)CC4)n3)n2)cc1
ZINC000020926545,CCN(CC)c1ccc(NC(=O)c2cn3c4c(ccc(Cl)c4c2=O)OC(C)C3)c(C)c1
ZINC001772501083,Cc1noc(CCCNC(=O)CCn2c3c(c4ccccc42)CCN2C(=O)c4ccccc4N(C)C32)n1
ZINC000009535446,Cc1c(C#N)c(NC(=O)CSc2nnc3ccccn23)n(Cc2ccc(F)cc2)c1C
ZINC000004128671,Cc1cccn2c(=O)c(C=NNc3ccccc3)c(Nc3ccc(Cl)cc3)nc12
ZINC000009288911,CCN(CC)c1ccc(CNc2nc(-c3cccnc3)nn2C(=O)c2ccccc2F)cc1
ZINC000014887540,O=C(Nc1cccc(N2CCC(N3CCOc4ccc(Cl)cc4C3)CC2)c1)c1ccncc1
ZINC000032932411,CCN1CCN(Cc2ccc(CNC(=O)c3ccc(-c4nnc(-c5ccccc5C)o4)cc3)cc2)CC1
ZINC000032984021,CN(C)c1ccc(CNC(=O)c2ccc3c(c2)NC(=O)C(=Cc2cccc(Cl)c2)O3)cc1
ZINC000585293475,Cc1nc(Nc2nc(C(=O)NCc3ccc(CO)cc3)cs2)cc(C2CCCN(CC#N)C2)n1
ZINC000034735414,N#Cc1ccccc1CN1CCCN(c2cccc(NC(=O)c3c(F)cccc3F)c2)C1=O
ZINC000001370730,O=C(Nc1ccc(Cl)cc1)N1CCN(c2ncnc3c(-c4ccccc4)nsc23)CC1
ZINC000017315820,CCOc1ccccc1C(=O)NCC(c1ccc(N(C)C)cc1)N1CCN(c2ccc(F)cc2)CC1
ZINC000011748516,Cc1c(C#N)c(NC(=O)COC(=O)C=Cc2cnc3ccccc3n2)n(-c2ccccc2)c1C
ZINC000010349693,Cc1ccnc(-n2c(SC(C)C(=O)Nc3ccccc3C#N)nc3ccccc3c2=O)c1
ZINC000017192446,O=C(NCc1ccccc1Cl)c1cn(Cc2ccc(F)cc2)cc2c(=O)n(-c3ccccc3)nc1-2
ZINC000101093476,CCOCCCn1c(=N)c(C(=O)NCc2ccccc2Cl)cc2c(=O)n3ccccc3nc21
ZINC000022785363,CCn1cc(C=C2C(=O)N(CN3CCN(C)CC3)c3cc(Cl)ccc32)c2ccccc21
ZINC000033014154,Cc1nc(Nc2ccc(NC(=O)c3cc4ccccc4oc3=O)cc2)cc(N2CCCC2)n1
ZINC000003210501,Cc1cc2ccccn2c1C(=O)c1nc(N2CCN(c3ccccc3Cl)CC2)ncc1Cl
ZINC000585293464,CC(C)N1CCC(NC(=O)c2csc(Nc3cccc(C4CCCN(CC#N)C4)n3)n2)CC1
ZINC000223306453,CCC(C(=O)NC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C(=O)c2cccc3cccc1c23
ZINC000008995426,Fc1ccc(-c2nsc3c(N4CCN(c5cccc(Cl)c5)CC4)ncnc23)cc1
ZINC000003814435,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4O
ZINC001772594540,O=C1CN2CCN(C(=O)Nc3ccc(F)c(F)c3)CC2COc2ccc(-c3cccnc3F)cc2N1
ZINC000257273286,Cc1ccc(C(=O)N2CCOCC(Cc3cccn4nccc34)C2)cc1NCc1ccccn1
ZINC000020648512,CC(C)c1nc(N2CCN(C(=O)C(=O)NCc3ccccc3)CC2)c(C#N)c2c1COC(C)(C)C2
ZINC000096362490,Cc1onc(-c2ccccc2Cl)c1C(=O)NCC(O)c1ccc2c(c1)CCN2C
ZINC000019526411,CCN(CC)CCNc1nc(-c2cccnc2)nc2c1CN(Cc1ccc(F)cc1)CC2
ZINC000009856124,Cc1ccc(C(=O)c2cn(CC(=O)Nc3ccc4c(c3)OCO4)c3ccc(Cl)cc3c2=O)cc1
ZINC000015882603,O=C(NCC(c1cccnc1)N1CCc2ccccc2C1)C(=O)Nc1ccc(F)c(Cl)c1
ZINC000009344426,COc1ccc(C=c2sc(=C(C#N)C(=O)Nc3ccc(F)cc3)n(-c3ccccc3)c2=O)cc1
ZINC000017200391,OCCN1CCN(c2nc(Nc3ccc(Cl)cc3)c3cnn(-c4ccccc4)c3n2)CC1
ZINC000035456582,Cc1cccc(NC(=O)Cn2c(-c3ccc(F)cc3)nc3c(c2=O)CCN(Cc2ccccc2)C3)c1C
ZINC000002259634,CC(C)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(c2ccc(F)cc2)CC1
ZINC000015867190,Cc1ccc(OCC(=O)Nc2cc3nn(-c4ccc(Cl)cc4)nc3cc2C)c(-n2cnnc2)c1
ZINC000006287890,COc1cc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)ccc1OCc1ccc(Cl)cc1
ZINC000012542094,Cc1nn(-c2ccc(F)cc2)c(Cl)c1C1Nc2ccccc2C(=O)N1CC1CCCO1
ZINC000408581352,O=C(NCc1ccc2c(c1)OCO2)c1ccccc1NC(=O)C1CC(=O)N(c2ccc(Cl)cc2)C1
ZINC000021873496,Cc1cc(Cl)ccc1Nc1nc(N2CCN(c3ccccc3)CC2)nc2c1cnn2C
ZINC000408582768,O=C(NCc1ccc2c(c1)OCO2)c1ccccc1NC(=O)C1CC(=O)N(c2cccc(Cl)c2)C1
ZINC000008951713,COc1cccc(NC(=O)C(C#N)=c2sc(=Cc3ccc(F)cc3)c(=O)n2-c2ccccc2)c1
ZINC000055545137,CCOc1ccc(-n2c(CN3CCN(c4ccc(Cl)cc4)CC3)nc3ccccc3c2=O)cc1
ZINC000067262418,O=C(CCn1ccn2nc(-c3ccc(F)cc3)cc2c1=O)N1CCN(c2cccc(Cl)c2)CC1
ZINC000021799360,Cc1ccc(-c2c(C(F)(F)F)nn3c(N4CCN(c5nc(C)cc(C)n5)CC4)cc(C)nc23)cc1
ZINC000139348312,N#Cc1cccc(NC(=O)Cn2c(=O)n(Cc3ccc(Cl)cc3)c(=O)c3ccccc32)c1
ZINC000049155191,COc1ccc(C(=O)Nc2ccc(-c3noc(C4CCCN4Cc4cccc(C#N)c4)n3)cn2)cc1
ZINC000009222319,CC(C)OCCCn1c(=NC(=O)c2ccccc2Cl)c(C#N)cc2c(=O)n3ccccc3nc21
ZINC000585292898,Cc1nc(Nc2nc(C(=O)N(C)CCOc3ccccc3)cs2)cc(C2CCCN(CC#N)C2)n1
ZINC000019646215,CCCCn1nc(C)c2c(C(=O)Nc3ccc(N4CCCCC4)c4nonc34)cc(C)nc21
ZINC000021867071,Cc1ccc(C)c(N2CCN(C(=O)c3ccc4c(O)nc5c(-c6ccccc6)nnn5c4c3)CC2)c1
ZINC000010188272,Cc1nn(-c2ccc(F)cc2)c2ncc(C(=O)N3CCN(c4ccccc4)CC3)c(Cl)c12
ZINC000585293695,Cc1nn(C)c(C)c1CCNC(=O)c1csc(Nc2cccc(C3CCCN(CC#N)C3)n2)n1
ZINC000101109356,CCCCCCCCn1c(=N)c(C(=O)NCc2ccc(F)cc2)cc2c(=O)n3cccc(C)c3nc21
ZINC000009139957,CC(C)n1ncc2c(C(=O)N3CCN(c4ccc(F)cc4)CC3)cc(-c3ccccc3)nc21
ZINC000012047779,O=C(Nc1cccc(N2CCC(NCc3cc(-c4ccccc4)on3)CC2)c1)c1cccnc1
ZINC000006720642,CCCCN(CC)CCNC(=O)c1cn(-c2ccc(Cl)cc2)c(=O)c2ccccc12
ZINC000408614418,Cc1cccc(CNC(=O)c2ccccc2NC(=O)C2CC(=O)N(c3cccc(Cl)c3C)C2)c1
ZINC000003025844,CCN(CCNC(=O)c1cnn2c(O)c(Cc3ccccc3F)c(C)nc12)c1ccccc1
ZINC000001370733,O=C(Nc1ccccc1F)N1CCN(c2ncnc3c(-c4ccccc4)nsc23)CC1
ZINC000001459809,O=C(c1cc(-c2ccc3c(c2)OCCO3)nc2ccccc12)N1CCN(c2ccccc2F)CC1
ZINC000035311945,CC(C)(C)c1ccc(C(=O)NCCCNc2nc3cc4c(cc3cc2C#N)OCO4)cc1
ZINC000021123952,CCc1ccc(C(=O)N2CCN(c3ccc(NC(=O)COc4ccc(Cl)cc4)cc3)CC2)cc1
ZINC000225188341,CCC(C)NC(=O)C(C)N(Cc1ccc(Cl)cc1)C(=O)CN1C(=O)c2cccc3cccc1c23
ZINC000014996525,Cc1nn(C)c(C)c1CNCc1cc2ccc(Cl)cc2n(CCOc2ccccc2)c1=O
ZINC000022698015,Cc1ccc(C(c2c(O)cc(C)n(Cc3ccccn3)c2=O)N2CCN(c3ccc(F)cc3)CC2)cc1
ZINC000033252402,O=C(c1ccccc1-c1nc(-c2ccc(Cl)cc2)no1)N1CCN(c2ccccn2)CC1
ZINC000057775051,CN1CCC(O)(Cn2nc(-c3cccnc3)c3ccc(NC(=O)Nc4ccccc4)cc32)CC1
ZINC000409349679,O=C(COc1ccc2ccccc2c1C=Nn1c(O)nc2ccccc2c1=O)Nc1ccc(Cl)cc1
ZINC000009518820,CCN(CC)C(=O)Cn1cc(C(=O)C(=O)N2CCN(c3cccc(Cl)c3)CC2)c2ccccc21
ZINC000002626149,N#Cc1ccc(Cl)cc1NC(=O)CSc1nnc(-c2ccncc2)n1Cc1ccccc1
ZINC000033266620,O=C(NCc1cccc(Cl)c1)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1
ZINC000020730001,CN(CCNC(=O)c1ccc(C=C2Sc3ccccc3NC2=O)cc1)Cc1ccccc1
ZINC000072333175,CC12Oc3ccccc3C(NC(=O)N1Cc1ccccc1)C2C(=O)Nc1ccc(Cl)cc1
ZINC000064800267,Cc1ccc(Nc2nc(C)cc(N3CCN(C(=O)Nc4ccccc4Cl)CC3)n2)cc1
ZINC000035447761,CCOc1ccccc1NC(=O)N1CCCN(c2nc3cc(F)ccc3n3cccc23)CC1
ZINC000222580329,CCC(C(=O)NC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN1C(=O)c2cccc3cccc1c23
ZINC000009612345,CN1CCN(c2cc(N3CCc4ccccc43)c3c4c(onc24)-c2ccccc2C3=O)CC1
ZINC000013960107,Cn1cc(-c2cc(C(=O)Nc3nn(Cc4ccccc4)cc3Cl)c3ccccc3n2)cn1
ZINC000096038401,O=C(NCc1cc(F)cc(F)c1)c1ccc2ccc(N3CCN(Cc4cccnc4)CC3)n2c1
ZINC000009612278,O=C1c2ccccc2-c2onc3c(N4CCN(c5ccccc5)CC4)cc(NCCO)c1c23
ZINC000009530872,CC1Oc2ccc(NC(=O)c3cc(-c4ccccc4)nc4c3cnn4C(C)C)cc2NC1=O
ZINC000017243619,COc1ccccc1C1C(C(=O)Nc2cccnc2)=C(C)Nc2nc(-c3cccc(Cl)c3)nn21
ZINC000035310794,CC(C)c1ccc(NC(=O)NCCCNc2nc3cc4c(cc3cc2C#N)OCO4)cc1
ZINC000014852756,CN1CCN(c2ccccc2NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCCC3)CC1
ZINC000040397026,Cc1nn2c(ncc3c(=O)n(NC(=O)c4ccc(Cl)cc4Cl)ccc32)c1-c1ccc(F)cc1
ZINC000065130843,Cc1ccc(-c2noc(-c3cccnc3N3CCC(C(=O)NCc4cc(F)cc(F)c4)CC3)n2)cc1
ZINC000002883408,N#Cc1ccc(C(=O)Nc2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)c(F)c1
ZINC000888088919,O=C(NCCc1ccccn1)c1sc(N2CC3CC(C2)c2cccc(=O)n2C3)nc1-c1ccccc1
ZINC000409312217,CCC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccc(N(C)C)cc1OCC#N
ZINC000585294136,Cc1cc(Nc2nc(C(=O)NCc3ccc(CO)cc3)cs2)nc(C2CCCN(CC#N)C2)n1
ZINC000044167545,COc1cc2ncc(C#N)c(N3CCC(C(=O)Nc4ccc(C)c(Cl)c4)CC3)c2cc1OC
ZINC000013123575,Cc1nn(Cc2ccc(Cl)cc2Cl)c(C)c1NC(=O)c1nc2n(n1)C(C(F)F)CC(C)N2
ZINC000071768691,Cc1c(C(=O)NCc2ccc(F)cc2Cl)cnn1-c1ccc(-c2nc(C(C)C)no2)cn1
ZINC000022917452,O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)Nc1ccccc1C(=O)Nc1ccccc1
ZINC000002282289,N#Cc1c(NC(=O)c2ccccc2)n(CCc2ccccc2)c2nc3ccccc3nc12
ZINC000035311731,CCc1ccc2nc(N3CCCN(C(=O)Nc4ccc(C#N)cc4)CC3)c(C#N)cc2c1
ZINC000065362076,Cc1cc(C)n(-c2cc(N3CCN(C(=O)Nc4ccc(F)c(Cl)c4)CC3)nc(C)n2)n1
ZINC000219475766,CN1CCN(c2ccc(CNC(=O)CCCN3C(=O)c4cccc5cccc3c45)cc2)CC1
ZINC000016843493,Cc1ccc(-c2noc(-c3cccn(CC(=O)Nc4ccc(C)c(Cl)c4)c3=O)n2)cc1
ZINC000023125955,Cc1ccc(-c2noc(-c3cccn(CC(=O)Nc4cccc(Cl)c4C)c3=O)n2)cc1
ZINC000015825021,Cc1ccc(Nc2cc(C)nc(N3CCN(C(=O)Nc4cccc(Cl)c4)CC3)n2)cc1
ZINC000035590569,O=C(NCCn1ncc2c(NCCc3ccccc3)ncnc21)C1CC(=O)N(c2ccc(F)cc2)C1
ZINC000004258889,O=C(Nc1ccccc1)Nc1ccc2n(c1=O)CC1CC2CN(C(=O)c2ccc3ccccc3c2)C1
ZINC000002253147,CCN(CC)CCNC(=O)C(=Cc1cn(C)c2ccccc12)NC(=O)c1ccccc1Cl
ZINC000014291258,Cc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(=O)c3ccc(C)cc3)CC2)cc1
ZINC000033301387,N#Cc1cccc(NC(=O)CSc2cc(N3CCN(c4ccccc4F)CC3)ncn2)c1
ZINC000035477203,Cc1cc(C)nc(N2CCN(c3cc(C)nc4c(C)c(-c5ccc(Cl)cc5)nn34)CC2)n1
ZINC000067870833,N#Cc1cccc(NC(=O)NCC2CC3CCN2CC3CN2CC3CC(C2)c2cccc(=O)n2C3)c1
ZINC000010272810,Cc1ccc2cc(CNc3ccccc3)c(=O)n(CC(=O)Nc3ccc4c(c3)OCCO4)c2c1
ZINC000014968089,CC(C)CNC(=O)c1cn(C(C)C)cc(C(=O)N2CCN(c3nc4ccccc4s3)CC2)c1=O
ZINC000009451079,CCN(CC)C(=O)CSc1nnc2c3c(c(C#N)c(Nc4ccccc4)n12)CC(C)(C)OC3
ZINC000011147730,Cc1c(C#N)c(NC(=O)COC(=O)c2cnc(Cl)c(Cl)c2)n(-c2ccccc2)c1C
ZINC000019203912,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
ZINC000009268294,Cc1ccc2c(=O)c(C(=O)c3cccc(Cl)c3)cn(CC(=O)Nc3cccc(C)c3C)c2n1
ZINC000001070892,Cc1cccc(OCC(=O)Nc2ccccc2N2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1C
ZINC000585101101,O=C(NCC1CCC2(CCN(c3ncc4ccccc4n3)CC2)CO1)c1cccc(C(F)(F)F)c1
ZINC000033266497,O=C(NCc1ccccc1Cl)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1
ZINC000004359473,CCOc1cccc2sc(N(CCN(CC)CC)C(=O)c3ccc(C#N)cc3)nc12
ZINC000071326443,CCOc1ccccc1N1CCN(C(=O)c2sc(Nc3ccc(Cl)cn3)nc2C)CC1
ZINC000011978940,Cc1cnc(C)c(-c2cc(F)c3c(c2)CC(CNC(=O)c2ccc(Cn4nc(C)cc4C)cc2)O3)n1
ZINC000033088784,O=C(c1ccccc1)c1cc(Cl)ccc1NC(=O)c1cn2c3c(cccc3c1=O)CC2
ZINC000009225544,COc1ccc(NCc2cc3cc4c(cc3n(CC(=O)Nc3ccccc3Cl)c2=O)OCO4)cc1
ZINC000015883331,O=C(c1cc2cccnc2n(Cc2ccc(F)cc2)c1=O)N1CCN(c2ccccc2Cl)CC1
ZINC000009222289,CCOCCCn1c(=NC(=O)c2cccc(Cl)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21
ZINC000020237378,COc1cc(Cl)c(C)cc1NC(=O)c1cc2cc3c4c(c2oc1=N)CCCN4CCC3
ZINC000024845327,Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)Nc1nc(-c2cc(F)ccc2F)cs1
ZINC000022735309,Cc1ccc(Cl)cc1NC(=O)C(=O)NCC(c1ccc2c(c1)CCCN2C)N1CCN(C)CC1
ZINC000014879962,CN(CCn1cccn1)Cc1cc2ccc(Cl)cc2n(CCc2ccccc2)c1=O
ZINC000006781688,CCn1c2ccccc2c2nnc(NCCN3CCN(c4cccc(C)c4C)CC3)nc21
ZINC000012617360,CN(CC(=O)Nc1nc(-c2ccc(F)c(F)c2)cs1)Cc1ccccc1N1CCCC1
ZINC000090607989,O=C(Nc1ccc2ccccc2c1)N1CCN(c2cc(Nc3ccccn3)ncn2)CC1
ZINC000028230677,Cc1cc(C)n(Cc2cccc(C(=O)Nc3cnn(Cc4c(F)cccc4Cl)c3)c2)n1
ZINC000020624897,O=C(CCCc1cn(CN2CCN(c3nsc4ccccc34)CC2)c2ccccc12)N1CCCC1
ZINC000009561360,Cc1ccc(C)c(N2CCN(c3nc4ccc(C(=O)c5ccccc5)cc4n4c(C)nnc34)CC2)c1
ZINC000067262269,Cc1ccc(-c2cc3c(=O)n(CCC(=O)N4CCN(c5cccc(C)c5C)CC4)ccn3n2)cc1C
ZINC000035681978,Cc1ccc(C)c(Nc2nc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)nc3nccnc23)c1
ZINC000071326438,Cc1ccc(N2CCN(C(=O)c3sc(Nc4ccc(Cl)cn4)nc3C)CC2)c(C)c1
ZINC000034684438,O=C(NCc1ccccc1F)c1cccc(CN2CCN(c3ccccc3Cl)CC2)c1
ZINC000009155433,N#Cc1ccc(NC(=O)COc2cc3ccccc3cc2C(=O)NCc2ccccc2)cc1
ZINC000057774722,CCc1nn(C)c(C(=O)N2CCc3nc(-c4ccncc4)nc(Nc4cccc(F)c4)c3C2)c1C
ZINC000033069160,CN1CC=C(c2noc(CCC(=O)NCCN3CCN(c4cccc(Cl)c4)CC3)n2)CC1
ZINC000019081539,CC(C)(C)C(=O)N1CCc2nc(-c3ccncc3)nc(Nc3nc4ccccc4s3)c2C1
ZINC000002957411,Cc1cccc(N2CCN(C(=O)c3cccn4c(=O)c5cc(Cl)ccc5nc34)CC2)c1C
ZINC000016712858,CN1CCN(c2ncnc3c2c(-c2ccccc2)cn3-c2cccc(C(F)(F)F)c2)CC1
ZINC000013503502,N#Cc1cc2cc3c(cc2nc1SCC(=O)Nc1cccc2ccccc12)OCCO3
ZINC000013573935,N#CCN1CCN(c2cc(-c3ccccc3)nc3c(-c4ccc(Cl)cc4)cnn23)CC1
ZINC000097403351,N#Cc1ccc(Cc2cnc(NC(=O)c3cnn(-c4ccc(Cl)cc4)c3)s2)cc1
ZINC000035291404,Cc1ccc2cc(C#N)c(N3CCCN(C(=O)NCc4ccccc4)CC3)nc2c1C
ZINC000057472990,N#Cc1cccc(NC(=O)Cn2c(=O)n(Cc3cccc(Cl)c3)c(=O)c3ccccc32)c1
ZINC000009320065,CCc1ccccc1NC(=O)Cn1c(=O)c(CNc2ccc(OC)cc2)cc2cc3c(cc21)OCCO3
ZINC000035560143,O=C(c1ccc2cnn(Cc3cccc(Cl)c3)c2c1)N1CCN(c2ccccc2F)CC1
ZINC000257241791,Cn1ccc(C(=O)Nc2ccccc2C(=O)N2CCCC(Cc3cccc4ccncc34)CC2)n1
ZINC000061714943,CC(C)OC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccc3c(c2)OCO3)CC1
ZINC000004859896,CC1CCN(c2nc3ccccc3nc2C(C#N)C(=O)NCCc2ccccc2)CC1
ZINC000033266299,Fc1ccc(-c2cc3c(N4CCN(c5cccc(Cl)c5)CC4)nccn3n2)cc1
ZINC000000887872,N#Cc1ccc(OCc2nnc(SCC(=O)N3CCCc4ccccc43)n2-c2ccccc2)cc1
ZINC000024023478,OCCN1CCN(c2nc(Nc3ccc(F)cc3)c3cnn(-c4ccccc4)c3n2)CC1
ZINC000009971948,Cc1ccc(C)c(N2CCN(C(=O)c3ccc4c(c3)NC(=O)c3ccccc3S4)CC2)c1
ZINC000009209520,CCOCCCn1c(=NC(=O)c2ccc(Cl)cc2)c(C#N)cc2c(=O)n3cccc(C)c3nc21
ZINC000021733026,Cc1nn(Cc2ccccc2Cl)c(C)c1C=CC(=O)OCC(=O)Nc1cccc(C#N)c1
ZINC000057061441,CCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(Cc2ccc3c(c2)OCO3)CC1
ZINC000888103867,Cn1ccc2cc(NC(=O)Cn3c4c(c5ccccc53)CCn3c-4nc4ccccc4c3=O)ccc21
ZINC000008194444,CCN1CCN(c2ccc(NC(=O)CCc3c(C)nn(-c4ccccc4)c3C)cc2)CC1
ZINC000096088323,O=C(Nc1cccc(F)c1)c1ccc2ccc(N3CCN(C(=O)c4ccccc4)CC3)n2c1
ZINC000101174927,CC(C)n1c(=N)c(C(=O)NCc2ccccc2Cl)cc2c(=O)n3ccccc3nc21
ZINC000021522303,O=C(Cc1ccc(F)cc1)N1CCCN(c2nc3cc(Cl)ccc3n3cccc23)CC1
ZINC000009254502,Cc1c(C#N)c(NC(=O)CN(C)Cc2ccc3c(c2)OCO3)n(Cc2ccc(F)cc2)c1C
ZINC000001370732,O=C(Nc1cccc(Cl)c1)N1CCN(c2ncnc3c(-c4ccccc4)nsc23)CC1
ZINC000001076602,CCOc1ccc(-n2nc3cc(C)c(NC(=O)c4cc(-n5cnnc5)ccc4Cl)cc3n2)cc1
ZINC000019961352,N#CC1C(=O)Nc2nc(Nc3ccccc3)[nH]c(=O)c2C1c1ccc(OCc2ccccc2)cc1
ZINC000067284788,Cc1cccc(N2CCN(c3nccn4nc(-c5ccc(Cl)cc5)cc34)CC2)c1C
ZINC000013725330,CC(=O)Nc1nc2ccc(C(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2s1
ZINC000100642197,Cc1cccn2c(=O)c3cc(C(=O)NC(C)c4ccccc4)c(=N)n(CCc4ccccc4)c3nc12
ZINC000067262346,Cc1ccc(N2CCN(C(=O)CCn3ccn4nc(-c5ccc(C(C)C)cc5)cc4c3=O)CC2)c(C)c1
ZINC000036611660,Cc1cc(C(=O)Nc2ccn(Cc3ccccc3C)n2)c2c(C)nn(-c3ccccc3)c2n1
ZINC000024759326,Cc1nc(SCC(=O)NCCCN(C)c2ccccc2)c(C#N)cc1C(=O)Nc1ccccc1
ZINC000009612283,CCNc1cc(N2CCN(c3ccc(F)cc3)CC2)c2noc3c2c1C(=O)c1ccccc1-3
